Review,Variable,Description_prompt,Answer_select,NR,SET,Title,Authors,Venue,Year,Filename,Goldstandard1_value,Goldstandard2_value,Match,Consensus_value
Yang_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",3,DEV,Exposure to artificial light at night alters innate immune response in wild great tit nestlings,"Ann-Kathrin Ziegler, Hannah Watson, Arne Hegemann, Richard Meitern, Virginie Canoine, Jan-Åke Nilsson, Caroline Isaksson",,2021,Ziegler_2021,No,No,TRUE,No
Yang_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",4,DEV,Illuminated night alters hippocampal gene expressions and induces depressive-like responses in diurnal corvids,"S K Tahajjul, Abhilash Prabhat |, Vinod Kumar, Rae Silver, Karen Reviewed, Antonio Gamble, Nunez",,-,Taufique_2018,No,No,TRUE,No
Yang_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",5,DEV,"Influence of Light Irradiance on Hydroxyindole-O-Methyltransferase Activity, Serotonin-N-Acetyltransferase Activity, and Radioimmunoassayable Melatonin Levels in the Pineal Gland of the Diurnally Active Richardson's Ground Squirrel","Russel J Reiter, Edward C Hurlbut, George C Brainard, Stephan Steinlechner, Bruce A Richardson",,-,Reiter_1983b,No,No,TRUE,No
Yang_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",6,DEV,"Plasma Melatonin in the Scincid Lizard, Trachydosaurus rugosus: Die1 Rhythm, Seasonality, and the Effect of Constant Light and Constant Darkness","B T Firth, D J Kennaway, M A M Rozenbilds",,-,Firth_1979,No,No,TRUE,No
Yang_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",7,DEV,Responsiveness of Pineal N-Acetyltransferase and Melatonin in the Cotton Rat Exposed to Either Artificial or Natural Light at Night,"Frank Nurnberger, Bhaskar N Joshi, Thomas Heinzeller, Josif Milin, Russel J Reiter",,-,Nürnberger_1985,No,No,TRUE,No
Yang_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",8,DEV,Urban-like night illumination reduces melatonin release in European blackbirds (Turdus merula): implications of city life for biological time-keeping of songbirds,"Davide M Dominoni, Wolfgang Goymann, Barbara Helm, Jesko Partecke",,-,Dominoni_2013b,No,No,TRUE,No
Yang_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",9,TEST,Artificial light at night affects brain plasticity and melatonin in birds,"Stan Moaraf, Yulia Vistoropsky, Tatyana Pozner, Rachel Heiblum, Monika Okuliarová, Michal Zeman, Anat Barnea",,2019,Moaraf_2019,No,No,TRUE,No
Yang_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",10,TEST,Bright light at night alters the perception of daylength in Indian weaver bird (Ploceus philippinus),"Jayant Kumar, Shalie Malik, Sanjay Kumar Bhardwaj, Sangeeta Rani",,2018,Kumar_2018,No,No,TRUE,No
Yang_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",11,TEST,Can skyglow reduce nocturnal melatonin concentrations in Eurasian perch? *,"Franziska Kupprat, Franz H € Olker, Werner Kloas, Sarah Harmon",,2020,Kupprat_2020,No,No,TRUE,No
Yang_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",12,TEST,"Differential response of diurnal and nocturnal mammals to prolonged altered light-dark cycle: a possible role of mood associated endocrine, inflammatory and antioxidant system","Ruchika Kumari, Vivek Verma, Noga Kronfeld-Schor, Muniyandi Singaravel",,2021,Kumari_2021,No,No,TRUE,No
Yang_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",13,TEST,LIGHT AT NIGHT CANNOT SUPPRESS PINEAL MELATONIN LEVELS IN THE LIZARD ANOLZS CAROLZNENSZS,Herbert Underwcod,,-,Underwood_1986,No,No,TRUE,No
Yang_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",14,TEST,"Persistence of a plasma melatonin rhythm in constant darkness and its inhibition by constant light in the sleepy lizard, Tiliqua rugosa","Bruce T Firth, Ingrid Belan, David J Kennaway",,2006,Firth_2006,No,No,TRUE,No
Yang_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",15,TEST,Role of light wavelengths in synchronization of circadian physiology in songbirds,"G Yadav, S Malik, S Rani, V Kumar",,2015,Yadav_2015,No,No,TRUE,No
Yang_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",16,TEST,"Studies on Pineal Melatonin Levels in a Diurnal Species, the Eastern Chipmunk (Tamias striatus): Effects of Light at Night, Propranolol Administration or Superior Cervical Ganglionectomy","R J Reiter, T S King, B A Richardson, E C Hurlbut",,2005,Reiter_1982,No,No,TRUE,No
Yang_2024,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one answer): Yes, No",1,DEV,Effect of urban environment on pineal machinery and clock genes expression of tree sparrow (Passer montanus) *,"Zothanmawii Renthlei, Amit Kumar Trivedi",,2019,Renthlei_2019,Yes,Yes,TRUE,Yes
Yang_2024,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one answer): Yes, No",2,DEV,"Effects of photic environment on ocular melatonin contents in a labrid teleost, the wrasse Halichoeres tenuispinnis","Masayuki Iigo, Masaru Sato, Emi Ikeda, Shigekatsu Kawasaki, Fumitaka Noguchi, Genjirou Nishi",,2003,Iigo_2003,No,No,TRUE,No
Yang_2024,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one answer): Yes, No",3,DEV,Exposure to artificial light at night alters innate immune response in wild great tit nestlings,"Ann-Kathrin Ziegler, Hannah Watson, Arne Hegemann, Richard Meitern, Virginie Canoine, Jan-Åke Nilsson, Caroline Isaksson",,2021,Ziegler_2021,No,No,TRUE,No
Yang_2024,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one answer): Yes, No",4,DEV,Illuminated night alters hippocampal gene expressions and induces depressive-like responses in diurnal corvids,"S K Tahajjul, Abhilash Prabhat |, Vinod Kumar, Rae Silver, Karen Reviewed, Antonio Gamble, Nunez",,-,Taufique_2018,Yes,Yes,TRUE,Yes
Yang_2024,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one answer): Yes, No",5,DEV,"Influence of Light Irradiance on Hydroxyindole-O-Methyltransferase Activity, Serotonin-N-Acetyltransferase Activity, and Radioimmunoassayable Melatonin Levels in the Pineal Gland of the Diurnally Active Richardson's Ground Squirrel","Russel J Reiter, Edward C Hurlbut, George C Brainard, Stephan Steinlechner, Bruce A Richardson",,-,Reiter_1983b,No,No,TRUE,No
Yang_2024,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one answer): Yes, No",6,DEV,"Plasma Melatonin in the Scincid Lizard, Trachydosaurus rugosus: Die1 Rhythm, Seasonality, and the Effect of Constant Light and Constant Darkness","B T Firth, D J Kennaway, M A M Rozenbilds",,-,Firth_1979,No,No,TRUE,No
Yang_2024,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one answer): Yes, No",7,DEV,Responsiveness of Pineal N-Acetyltransferase and Melatonin in the Cotton Rat Exposed to Either Artificial or Natural Light at Night,"Frank Nurnberger, Bhaskar N Joshi, Thomas Heinzeller, Josif Milin, Russel J Reiter",,-,Nürnberger_1985,No,No,TRUE,No
Yang_2024,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one answer): Yes, No",8,DEV,Urban-like night illumination reduces melatonin release in European blackbirds (Turdus merula): implications of city life for biological time-keeping of songbirds,"Davide M Dominoni, Wolfgang Goymann, Barbara Helm, Jesko Partecke",,-,Dominoni_2013b,Yes,Yes,TRUE,Yes
Yang_2024,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one answer): Yes, No",9,TEST,Artificial light at night affects brain plasticity and melatonin in birds,"Stan Moaraf, Yulia Vistoropsky, Tatyana Pozner, Rachel Heiblum, Monika Okuliarová, Michal Zeman, Anat Barnea",,2019,Moaraf_2019,Yes,Yes,TRUE,Yes
Yang_2024,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one answer): Yes, No",10,TEST,Bright light at night alters the perception of daylength in Indian weaver bird (Ploceus philippinus),"Jayant Kumar, Shalie Malik, Sanjay Kumar Bhardwaj, Sangeeta Rani",,2018,Kumar_2018,No,No,TRUE,No
Yang_2024,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one answer): Yes, No",11,TEST,Can skyglow reduce nocturnal melatonin concentrations in Eurasian perch? *,"Franziska Kupprat, Franz H € Olker, Werner Kloas, Sarah Harmon",,2020,Kupprat_2020,Yes,Yes,TRUE,Yes
